filename,tempo,total_beats,average_beats,chroma_stft_mean,chroma_stft_var,chroma_cq_mean,chroma_cq_var,chroma_cens_mean,chroma_cens_var,melspectrogram_mean,melspectrogram_var,mfcc_mean,mfcc_var,mfcc_delta_mean,mfcc_delta_var,rmse_mean,rmse_var,cent_mean,cent_var,spec_bw_mean,spec_bw_var,contrast_mean,contrast_var,rolloff_mean,rolloff_var,poly_mean,poly_var,tonnetz_mean,tonnetz_var,zcr_mean,zcr_var,harm_mean,harm_var,perc_mean,perc_var,frame_mean,frame_var,mfcc0_mean,mfcc0_var,mfcc1_mean,mfcc1_var,mfcc2_mean,mfcc2_var,mfcc3_mean,mfcc3_var,mfcc4_mean,mfcc4_var,mfcc5_mean,mfcc5_var,mfcc6_mean,mfcc6_var,mfcc7_mean,mfcc7_var,mfcc8_mean,mfcc8_var,mfcc9_mean,mfcc9_var,mfcc10_mean,mfcc10_var,mfcc11_mean,mfcc11_var,mfcc12_mean,mfcc12_var,mfcc13_mean,mfcc13_var,mfcc14_mean,mfcc14_var,mfcc15_mean,mfcc15_var,mfcc16_mean,mfcc16_var,mfcc17_mean,mfcc17_var,mfcc18_mean,mfcc18_var,mfcc19_mean,mfcc19_var
record.wav,112.34714673913044,51,25.5,0.48038304,0.11218217,0.57954735,0.09164575,0.26803663,0.011489699,0.021869333,0.13635476,-31.76033,21813.945,0.005950464,35.27598,0.018716525,0.0014125566,1890.581568716176,2160339.491612591,1717.2782371750072,1230901.041738554,13.910477876682325,116.4871399385577,3637.0002297794117,3637.0002297794117,0.09525441577470578,0.09525441577470578,-0.011957431525256,0.004303554346868253,0.13113383374183007,0.01098470697236329,7.862513e-09,3.045273e-05,-5.6073965e-05,0.0016774561,1.6393287981859412,0.701369081730349,-654.87476,14548.311,48.073524,5514.137,2.9833906,1713.3341,13.690139,1000.86456,4.628594,347.59927,-6.7508698,462.24356,-4.0174446,341.35773,-3.73699,170.39517,-4.5937557,168.74612,-3.9544232,80.759705,-2.583236,55.390198,-0.5685605,30.693653,-1.6125656,50.35794,-3.6019318,60.67083,-1.8894589,76.829544,-4.068466,46.232433,-4.1349015,53.04004,-0.9423536,35.105537,-3.529711,54.781456,-3.7228494,53.242016
